files	numero_controle_pncp	tamanho (MB)	url
111680_editais_1729047259.zip, Edital Dispensa DISP 44.2024.pdf	13109756000115-1-000005/2024	0.51	https://pncp.gov.br/pncp-api/v1/orgaos/13109756000115/compras/2024/5/arquivos/1
SOLICITAO_DE_COTAO_MATERIAL___RCC_10116920.pdf	02385669000174-1-001777/2024	0.13	https://pncp.gov.br/pncp-api/v1/orgaos/02385669000174/compras/2024/1777/arquivos/1
Proposta+MARINHA+final_.docx	00394502000144-1-013848/2024	0.66	https://pncp.gov.br/pncp-api/v1/orgaos/00394502000144/compras/2024/13848/arquivos/2
DE+146-2024-AVISO-TR.pdf	00394502000144-1-013850/2024	0.51	https://pncp.gov.br/pncp-api/v1/orgaos/00394502000144/compras/2024/13850/arquivos/1
Prego_Eletr_09624_RP_EPIs_e_uniformes_SECRETARIAS_proc_308324.docx	46732442000123-1-000113/2024	0.17	https://pncp.gov.br/pncp-api/v1/orgaos/46732442000123/compras/2024/113/arquivos/1
residuosoleosos.pdf	00394502000144-1-013848/2024	3.84	https://pncp.gov.br/pncp-api/v1/orgaos/00394502000144/compras/2024/13848/arquivos/1
SEI_3954235_Edital+%281%29.pdf	00497560000101-1-000519/2024	0.27	https://pncp.gov.br/pncp-api/v1/orgaos/00497560000101/compras/2024/519/arquivos/1
PE+026.2024+-+Oleos+e+lubrificantes.pdf	06716906000193-1-000053/2024	0.57	https://pncp.gov.br/pncp-api/v1/orgaos/06716906000193/compras/2024/53/arquivos/1
Anexo_I_Prego_Eletr_09624_RP_EPIs_e_uniformes_SECRETARIAS_308324.docx	46732442000123-1-000113/2024	10.60	https://pncp.gov.br/pncp-api/v1/orgaos/46732442000123/compras/2024/113/arquivos/2
tmpzPTEri.pdf	06553697000104-1-000037/2024	0.42	https://pncp.gov.br/pncp-api/v1/orgaos/06553697000104/compras/2024/37/arquivos/1
tmpgbUqSe.pdf	06553697000104-1-000037/2024	0.11	https://pncp.gov.br/pncp-api/v1/orgaos/06553697000104/compras/2024/37/arquivos/2
tmpEyLh0i.pdf	06553697000104-1-000037/2024	0.25	https://pncp.gov.br/pncp-api/v1/orgaos/06553697000104/compras/2024/37/arquivos/3
tmpvZb6Kg.pdf	06553697000104-1-000037/2024	0.08	https://pncp.gov.br/pncp-api/v1/orgaos/06553697000104/compras/2024/37/arquivos/4
tmpM7yCLi.pdf	06553697000104-1-000037/2024	0.16	https://pncp.gov.br/pncp-api/v1/orgaos/06553697000104/compras/2024/37/arquivos/5
tmpKbU8Lg.pdf	06553697000104-1-000037/2024	0.11	https://pncp.gov.br/pncp-api/v1/orgaos/06553697000104/compras/2024/37/arquivos/6
tmpUhA7kh.pdf	06553697000104-1-000037/2024	0.11	https://pncp.gov.br/pncp-api/v1/orgaos/06553697000104/compras/2024/37/arquivos/7
tmpHmbzdf.pdf	06553697000104-1-000037/2024	0.44	https://pncp.gov.br/pncp-api/v1/orgaos/06553697000104/compras/2024/37/arquivos/8
tmpcbKLKi.pdf	06553697000104-1-000037/2024	0.32	https://pncp.gov.br/pncp-api/v1/orgaos/06553697000104/compras/2024/37/arquivos/9
tmp9jYnmf.pdf	06553697000104-1-000037/2024	0.14	https://pncp.gov.br/pncp-api/v1/orgaos/06553697000104/compras/2024/37/arquivos/10
tmpPcRuIg.pdf	06553697000104-1-000037/2024	1.04	https://pncp.gov.br/pncp-api/v1/orgaos/06553697000104/compras/2024/37/arquivos/13
tmp8mY9Ef.pdf	06553697000104-1-000037/2024	0.40	https://pncp.gov.br/pncp-api/v1/orgaos/06553697000104/compras/2024/37/arquivos/12
tmpR8h1qi.pdf	06553697000104-1-000037/2024	0.60	https://pncp.gov.br/pncp-api/v1/orgaos/06553697000104/compras/2024/37/arquivos/14
DFD72_2024.pdf	00662270000168-1-000114/2024	0.04	https://pncp.gov.br/pncp-api/v1/orgaos/00662270000168/compras/2024/114/arquivos/1
14%2F2024.pdf	00662270000168-1-000114/2024	0.07	https://pncp.gov.br/pncp-api/v1/orgaos/00662270000168/compras/2024/114/arquivos/2
termo_de_dispensa_de_licitacao_483.2024.pdf	05012896000142-1-000733/2024	2.05	https://pncp.gov.br/pncp-api/v1/orgaos/05012896000142/compras/2024/733/arquivos/1
EDITAL.pdf	01613283000100-1-000054/2024	0.71	https://pncp.gov.br/pncp-api/v1/orgaos/01613283000100/compras/2024/54/arquivos/1
Argila.zip, Argila/, Argila/Argila (1).pdf, Argila/TR argila.pdf	92969856000198-1-000303/2024	0.66	https://pncp.gov.br/pncp-api/v1/orgaos/92969856000198/compras/2024/303/arquivos/2
aviso+e+termo+de+referencia.pdf	00394502000144-1-013847/2024	15.24	https://pncp.gov.br/pncp-api/v1/orgaos/00394502000144/compras/2024/13847/arquivos/1
tmpScXyeh.pdf	06553697000104-1-000037/2024	0.27	https://pncp.gov.br/pncp-api/v1/orgaos/06553697000104/compras/2024/37/arquivos/11
%2Fvar%2Fwww%2Fhtml%2Fmulti24%2Fsistemas%2Fmulti24%2Fassets%2Ftmp%2FPUBLICAO+PNCP.pdf	92122712000100-1-000873/2024	0.10	https://pncp.gov.br/pncp-api/v1/orgaos/92122712000100/compras/2024/873/arquivos/1
%2Fvar%2Fwww%2Fhtml%2Fmulti24%2Fsistemas%2Fmulti24%2Fassets%2Ftmp%2FTERMO+DE+DISPENSA.pdf	92122712000100-1-000873/2024	0.15	https://pncp.gov.br/pncp-api/v1/orgaos/92122712000100/compras/2024/873/arquivos/2
%2Fvar%2Fwww%2Fhtml%2Fmulti24%2Fsistemas%2Fmulti24%2Fassets%2Ftmp%2FTERMO+DE+DISPENSA.pdf	92122712000100-1-000872/2024	0.15	https://pncp.gov.br/pncp-api/v1/orgaos/92122712000100/compras/2024/872/arquivos/2
%2Fvar%2Fwww%2Fhtml%2Fmulti24%2Fsistemas%2Fmulti24%2Fassets%2Ftmp%2FOR++AMENTO.pdf	92122712000100-1-000873/2024	0.19	https://pncp.gov.br/pncp-api/v1/orgaos/92122712000100/compras/2024/873/arquivos/3
%2Fvar%2Fwww%2Fhtml%2Fmulti24%2Fsistemas%2Fmulti24%2Fassets%2Ftmp%2FPUBLICAO+PNCP.pdf	92122712000100-1-000872/2024	0.10	https://pncp.gov.br/pncp-api/v1/orgaos/92122712000100/compras/2024/872/arquivos/1
%2Fvar%2Fwww%2Fhtml%2Fmulti24%2Fsistemas%2Fmulti24%2Fassets%2Ftmp%2FOR++AMENTO.pdf	92122712000100-1-000872/2024	0.09	https://pncp.gov.br/pncp-api/v1/orgaos/92122712000100/compras/2024/872/arquivos/3
aviso+de+dispensa+e+TR.pdf	00394494010441-1-000618/2024	0.32	https://pncp.gov.br/pncp-api/v1/orgaos/00394494010441/compras/2024/618/arquivos/1
AC23_2024%28bloco+de+notificacao%29-assinado.pdf	00394502000144-1-013846/2024	1.03	https://pncp.gov.br/pncp-api/v1/orgaos/00394502000144/compras/2024/13846/arquivos/1
ATO+DE+CONTRATACAO+DIRETA+DISPENSA+ELETRONICA+-+REVISAO+PREVENTIVA+VEICULO+COROLLA+PGB+1548.pdf	33583550000130-1-000157/2024	0.33	https://pncp.gov.br/pncp-api/v1/orgaos/33583550000130/compras/2024/157/arquivos/1
PUBLICIDADE.pdf	08920571000156-1-000070/2024	0.08	https://pncp.gov.br/pncp-api/v1/orgaos/08920571000156/compras/2024/70/arquivos/1
upload.pdf	46455268000119-1-000023/2024	1.55	https://pncp.gov.br/pncp-api/v1/orgaos/46455268000119/compras/2024/23/arquivos/1
TERMO+DE+REFERENCIA.pdf	08920571000156-1-000070/2024	0.11	https://pncp.gov.br/pncp-api/v1/orgaos/08920571000156/compras/2024/70/arquivos/2
wbc20240905094707220.docx	46523239000147-1-000608/2024	0.01	https://pncp.gov.br/pncp-api/v1/orgaos/46523239000147/compras/2024/608/arquivos/2
wbc20240905094656373.pdf	46523239000147-1-000608/2024	0.66	https://pncp.gov.br/pncp-api/v1/orgaos/46523239000147/compras/2024/608/arquivos/1
wbc20240926125438763.pdf	46523239000147-1-000608/2024	0.66	https://pncp.gov.br/pncp-api/v1/orgaos/46523239000147/compras/2024/608/arquivos/3
wbc20240816095553603.pdf	46523239000147-1-000551/2024	0.52	https://pncp.gov.br/pncp-api/v1/orgaos/46523239000147/compras/2024/551/arquivos/1
wbc20240816095558797.doc	46523239000147-1-000551/2024	0.04	https://pncp.gov.br/pncp-api/v1/orgaos/46523239000147/compras/2024/551/arquivos/2
wbc20240905135919030.pdf	46523239000147-1-000551/2024	0.23	https://pncp.gov.br/pncp-api/v1/orgaos/46523239000147/compras/2024/551/arquivos/3
wbc20240905150119513.pdf	46523239000147-1-000551/2024	0.54	https://pncp.gov.br/pncp-api/v1/orgaos/46523239000147/compras/2024/551/arquivos/4
wbc20240906085446010.pdf	46523239000147-1-000551/2024	0.54	https://pncp.gov.br/pncp-api/v1/orgaos/46523239000147/compras/2024/551/arquivos/5
wbc20241008092013107.pdf	46523239000147-1-000551/2024	0.48	https://pncp.gov.br/pncp-api/v1/orgaos/46523239000147/compras/2024/551/arquivos/6
111678_editais_1729040287.zip, EDITAL PREGÃO 14 2024.pdf	35634435000172-1-000031/2024	0.45	https://pncp.gov.br/pncp-api/v1/orgaos/35634435000172/compras/2024/31/arquivos/1
wbc20241008163129427.pdf	46523239000147-1-000551/2024	0.27	https://pncp.gov.br/pncp-api/v1/orgaos/46523239000147/compras/2024/551/arquivos/7
wbc20240809142821270.pdf	46523239000147-1-000528/2024	0.22	https://pncp.gov.br/pncp-api/v1/orgaos/46523239000147/compras/2024/528/arquivos/3
wbc20240809142629397.pdf	46523239000147-1-000528/2024	0.59	https://pncp.gov.br/pncp-api/v1/orgaos/46523239000147/compras/2024/528/arquivos/1
wbc20240809142729293.pdf	46523239000147-1-000528/2024	0.20	https://pncp.gov.br/pncp-api/v1/orgaos/46523239000147/compras/2024/528/arquivos/2
wbc20240809142915937.docx	46523239000147-1-000528/2024	0.01	https://pncp.gov.br/pncp-api/v1/orgaos/46523239000147/compras/2024/528/arquivos/4
wbc20240809143524100.pdf	46523239000147-1-000528/2024	0.06	https://pncp.gov.br/pncp-api/v1/orgaos/46523239000147/compras/2024/528/arquivos/5
wbc20240828105201490.pdf	46523239000147-1-000528/2024	0.06	https://pncp.gov.br/pncp-api/v1/orgaos/46523239000147/compras/2024/528/arquivos/7
wbc20240930100105620.pdf	46523239000147-1-000528/2024	0.07	https://pncp.gov.br/pncp-api/v1/orgaos/46523239000147/compras/2024/528/arquivos/9
wbc20240923080922790.pdf	46523239000147-1-000528/2024	0.07	https://pncp.gov.br/pncp-api/v1/orgaos/46523239000147/compras/2024/528/arquivos/8
wbc20240828104946277.pdf	46523239000147-1-000528/2024	0.58	https://pncp.gov.br/pncp-api/v1/orgaos/46523239000147/compras/2024/528/arquivos/6
wbc20241002140828720.pdf	46523239000147-1-000528/2024	0.11	https://pncp.gov.br/pncp-api/v1/orgaos/46523239000147/compras/2024/528/arquivos/10
wbc20240808122939910.pdf	46523239000147-1-000512/2024	0.82	https://pncp.gov.br/pncp-api/v1/orgaos/46523239000147/compras/2024/512/arquivos/1
wbc20240808122959080.doc	46523239000147-1-000512/2024	0.04	https://pncp.gov.br/pncp-api/v1/orgaos/46523239000147/compras/2024/512/arquivos/2
wbc20240814102850523.pdf	46523239000147-1-000512/2024	0.73	https://pncp.gov.br/pncp-api/v1/orgaos/46523239000147/compras/2024/512/arquivos/3
wbc20240906103253593.pdf	46523239000147-1-000512/2024	0.60	https://pncp.gov.br/pncp-api/v1/orgaos/46523239000147/compras/2024/512/arquivos/5
wbc20240909160733010.pdf	46523239000147-1-000512/2024	0.09	https://pncp.gov.br/pncp-api/v1/orgaos/46523239000147/compras/2024/512/arquivos/6
wbc20240905103639990.pdf	46523239000147-1-000512/2024	0.55	https://pncp.gov.br/pncp-api/v1/orgaos/46523239000147/compras/2024/512/arquivos/4
wbc20240909160741277.pdf	46523239000147-1-000512/2024	0.06	https://pncp.gov.br/pncp-api/v1/orgaos/46523239000147/compras/2024/512/arquivos/8
wbc20240725132008447.pdf	46523239000147-1-000466/2024	0.58	https://pncp.gov.br/pncp-api/v1/orgaos/46523239000147/compras/2024/466/arquivos/1
wbc20240909160737090.pdf	46523239000147-1-000512/2024	0.06	https://pncp.gov.br/pncp-api/v1/orgaos/46523239000147/compras/2024/512/arquivos/7
wbc20240805124622220.pdf	46523239000147-1-000466/2024	0.14	https://pncp.gov.br/pncp-api/v1/orgaos/46523239000147/compras/2024/466/arquivos/2
wbc20240805124720537.docx	46523239000147-1-000466/2024	0.01	https://pncp.gov.br/pncp-api/v1/orgaos/46523239000147/compras/2024/466/arquivos/3
wbc20240809082857953.pdf	46523239000147-1-000466/2024	0.13	https://pncp.gov.br/pncp-api/v1/orgaos/46523239000147/compras/2024/466/arquivos/4
wbc20240809090154413.pdf	46523239000147-1-000466/2024	6.33	https://pncp.gov.br/pncp-api/v1/orgaos/46523239000147/compras/2024/466/arquivos/5
wbc20240827083420387.pdf	46523239000147-1-000466/2024	0.12	https://pncp.gov.br/pncp-api/v1/orgaos/46523239000147/compras/2024/466/arquivos/7
wbc20240812152137180.pdf	46523239000147-1-000466/2024	2.95	https://pncp.gov.br/pncp-api/v1/orgaos/46523239000147/compras/2024/466/arquivos/6
wbc20240827090007907.pdf	46523239000147-1-000466/2024	0.17	https://pncp.gov.br/pncp-api/v1/orgaos/46523239000147/compras/2024/466/arquivos/8
wbc20240917113850487.pdf	46523239000147-1-000466/2024	0.09	https://pncp.gov.br/pncp-api/v1/orgaos/46523239000147/compras/2024/466/arquivos/10
wbc20241014154517673.pdf	46523239000147-1-000466/2024	0.19	https://pncp.gov.br/pncp-api/v1/orgaos/46523239000147/compras/2024/466/arquivos/12
wbc20240927155547590.pdf	46523239000147-1-000466/2024	0.20	https://pncp.gov.br/pncp-api/v1/orgaos/46523239000147/compras/2024/466/arquivos/11
wbc20240906113756660.pdf	46523239000147-1-000466/2024	0.19	https://pncp.gov.br/pncp-api/v1/orgaos/46523239000147/compras/2024/466/arquivos/9
wbc20240717141447583.doc	46523239000147-1-000431/2024	0.04	https://pncp.gov.br/pncp-api/v1/orgaos/46523239000147/compras/2024/431/arquivos/2
wbc20240718100324607.pdf	46523239000147-1-000431/2024	1.38	https://pncp.gov.br/pncp-api/v1/orgaos/46523239000147/compras/2024/431/arquivos/1
wbc20240731093550650.pdf	46523239000147-1-000431/2024	0.45	https://pncp.gov.br/pncp-api/v1/orgaos/46523239000147/compras/2024/431/arquivos/3
wbc20240805104429650.pdf	46523239000147-1-000431/2024	0.21	https://pncp.gov.br/pncp-api/v1/orgaos/46523239000147/compras/2024/431/arquivos/6
wbc20240801150902070.pdf	46523239000147-1-000431/2024	1.38	https://pncp.gov.br/pncp-api/v1/orgaos/46523239000147/compras/2024/431/arquivos/4
wbc20240801150906590.pdf	46523239000147-1-000431/2024	1.39	https://pncp.gov.br/pncp-api/v1/orgaos/46523239000147/compras/2024/431/arquivos/5
wbc20240628084225367.docx	46523239000147-1-000385/2024	0.02	https://pncp.gov.br/pncp-api/v1/orgaos/46523239000147/compras/2024/385/arquivos/1
wbc20240805110146090.pdf	46523239000147-1-000431/2024	1.38	https://pncp.gov.br/pncp-api/v1/orgaos/46523239000147/compras/2024/431/arquivos/7
wbc20240822134548223.pdf	46523239000147-1-000431/2024	1.39	https://pncp.gov.br/pncp-api/v1/orgaos/46523239000147/compras/2024/431/arquivos/8
wbc20240614095658120.pdf	46523239000147-1-000214/2024	1.00	https://pncp.gov.br/pncp-api/v1/orgaos/46523239000147/compras/2024/214/arquivos/1
wbc20240614095703070.pdf	46523239000147-1-000214/2024	0.34	https://pncp.gov.br/pncp-api/v1/orgaos/46523239000147/compras/2024/214/arquivos/2
wbc20240614095708207.pdf	46523239000147-1-000214/2024	1.12	https://pncp.gov.br/pncp-api/v1/orgaos/46523239000147/compras/2024/214/arquivos/3
wbc20240614095712760.pdf	46523239000147-1-000214/2024	0.29	https://pncp.gov.br/pncp-api/v1/orgaos/46523239000147/compras/2024/214/arquivos/4
wbc20240614095738410.pdf	46523239000147-1-000214/2024	0.15	https://pncp.gov.br/pncp-api/v1/orgaos/46523239000147/compras/2024/214/arquivos/7
wbc20240614095732913.pdf	46523239000147-1-000214/2024	1.10	https://pncp.gov.br/pncp-api/v1/orgaos/46523239000147/compras/2024/214/arquivos/6
wbc20240614095805480.pdf	46523239000147-1-000214/2024	3.69	https://pncp.gov.br/pncp-api/v1/orgaos/46523239000147/compras/2024/214/arquivos/9
wbc20240614095841203.pdf	46523239000147-1-000214/2024	0.30	https://pncp.gov.br/pncp-api/v1/orgaos/46523239000147/compras/2024/214/arquivos/12
wbc20240614095724270.pdf	46523239000147-1-000214/2024	9.53	https://pncp.gov.br/pncp-api/v1/orgaos/46523239000147/compras/2024/214/arquivos/5
wbc20240614095813893.pdf	46523239000147-1-000214/2024	10.49	https://pncp.gov.br/pncp-api/v1/orgaos/46523239000147/compras/2024/214/arquivos/10
wbc20240614095847617.pdf	46523239000147-1-000214/2024	0.26	https://pncp.gov.br/pncp-api/v1/orgaos/46523239000147/compras/2024/214/arquivos/13
wbc20240614095850570.pdf	46523239000147-1-000214/2024	0.26	https://pncp.gov.br/pncp-api/v1/orgaos/46523239000147/compras/2024/214/arquivos/14
wbc20240614095750590.pdf	46523239000147-1-000214/2024	13.01	https://pncp.gov.br/pncp-api/v1/orgaos/46523239000147/compras/2024/214/arquivos/8
wbc20240614095833710.pdf	46523239000147-1-000214/2024	25.70	https://pncp.gov.br/pncp-api/v1/orgaos/46523239000147/compras/2024/214/arquivos/11
wbc20240614095858890.pdf	46523239000147-1-000214/2024	0.26	https://pncp.gov.br/pncp-api/v1/orgaos/46523239000147/compras/2024/214/arquivos/15
wbc20240614095901667.pdf	46523239000147-1-000214/2024	0.26	https://pncp.gov.br/pncp-api/v1/orgaos/46523239000147/compras/2024/214/arquivos/16
wbc20240614095905303.pdf	46523239000147-1-000214/2024	1.79	https://pncp.gov.br/pncp-api/v1/orgaos/46523239000147/compras/2024/214/arquivos/17
wbc20240614095912130.pdf	46523239000147-1-000214/2024	0.66	https://pncp.gov.br/pncp-api/v1/orgaos/46523239000147/compras/2024/214/arquivos/19
wbc20240614095909143.pdf	46523239000147-1-000214/2024	0.73	https://pncp.gov.br/pncp-api/v1/orgaos/46523239000147/compras/2024/214/arquivos/18
wbc20240607121404340.pdf	46523239000147-1-000225/2024	0.59	https://pncp.gov.br/pncp-api/v1/orgaos/46523239000147/compras/2024/225/arquivos/1
wbc20240619115424420.pdf	46523239000147-1-000225/2024	0.59	https://pncp.gov.br/pncp-api/v1/orgaos/46523239000147/compras/2024/225/arquivos/2
wbc20240614095914560.pdf	46523239000147-1-000214/2024	0.12	https://pncp.gov.br/pncp-api/v1/orgaos/46523239000147/compras/2024/214/arquivos/20
wbc20240619115443613.docx	46523239000147-1-000225/2024	0.01	https://pncp.gov.br/pncp-api/v1/orgaos/46523239000147/compras/2024/225/arquivos/3
wbc20240716144447357.pdf	46523239000147-1-000225/2024	0.23	https://pncp.gov.br/pncp-api/v1/orgaos/46523239000147/compras/2024/225/arquivos/4
wbc20240806095129473.pdf	46523239000147-1-000225/2024	0.29	https://pncp.gov.br/pncp-api/v1/orgaos/46523239000147/compras/2024/225/arquivos/5
wbc20240806095142150.pdf	46523239000147-1-000225/2024	0.06	https://pncp.gov.br/pncp-api/v1/orgaos/46523239000147/compras/2024/225/arquivos/6
wbc20240610152613410.pdf	46523239000147-1-000278/2024	0.82	https://pncp.gov.br/pncp-api/v1/orgaos/46523239000147/compras/2024/278/arquivos/1
wbc20240610152646070.docx	46523239000147-1-000278/2024	0.01	https://pncp.gov.br/pncp-api/v1/orgaos/46523239000147/compras/2024/278/arquivos/2
wbc20240626101337010.docx	46523239000147-1-000278/2024	0.02	https://pncp.gov.br/pncp-api/v1/orgaos/46523239000147/compras/2024/278/arquivos/3
wbc20240628163008207.pdf	46523239000147-1-000278/2024	0.23	https://pncp.gov.br/pncp-api/v1/orgaos/46523239000147/compras/2024/278/arquivos/4
wbc20240703130704330.pdf	46523239000147-1-000278/2024	0.09	https://pncp.gov.br/pncp-api/v1/orgaos/46523239000147/compras/2024/278/arquivos/6
wbc20240703113306427.pdf	46523239000147-1-000278/2024	0.08	https://pncp.gov.br/pncp-api/v1/orgaos/46523239000147/compras/2024/278/arquivos/5
wbc20240703162336043.pdf	46523239000147-1-000278/2024	0.08	https://pncp.gov.br/pncp-api/v1/orgaos/46523239000147/compras/2024/278/arquivos/7
wbc20240710143935453.pdf	46523239000147-1-000278/2024	1.20	https://pncp.gov.br/pncp-api/v1/orgaos/46523239000147/compras/2024/278/arquivos/8
wbc20240716104026450.pdf	46523239000147-1-000278/2024	0.07	https://pncp.gov.br/pncp-api/v1/orgaos/46523239000147/compras/2024/278/arquivos/10
wbc20240716104026407.pdf	46523239000147-1-000278/2024	0.73	https://pncp.gov.br/pncp-api/v1/orgaos/46523239000147/compras/2024/278/arquivos/9
wbc20240716105833697.pdf	46523239000147-1-000278/2024	0.10	https://pncp.gov.br/pncp-api/v1/orgaos/46523239000147/compras/2024/278/arquivos/11
wbc20240516094857873.pdf	46523239000147-1-000171/2024	0.02	https://pncp.gov.br/pncp-api/v1/orgaos/46523239000147/compras/2024/171/arquivos/2
wbc20240620154631407.pdf	46523239000147-1-000158/2024	0.46	https://pncp.gov.br/pncp-api/v1/orgaos/46523239000147/compras/2024/158/arquivos/3
wbc20240703100136283.pdf	46523239000147-1-000158/2024	0.15	https://pncp.gov.br/pncp-api/v1/orgaos/46523239000147/compras/2024/158/arquivos/4
wbc20240515112601027.pdf	46523239000147-1-000171/2024	4.64	https://pncp.gov.br/pncp-api/v1/orgaos/46523239000147/compras/2024/171/arquivos/1
wbc20240718100059520.pdf	46523239000147-1-000158/2024	4.58	https://pncp.gov.br/pncp-api/v1/orgaos/46523239000147/compras/2024/158/arquivos/5
wbc20240823100227700.pdf	46523239000147-1-000158/2024	3.47	https://pncp.gov.br/pncp-api/v1/orgaos/46523239000147/compras/2024/158/arquivos/7
wbc20240829100051980.pdf	46523239000147-1-000158/2024	0.27	https://pncp.gov.br/pncp-api/v1/orgaos/46523239000147/compras/2024/158/arquivos/8
wbc20240830154846450.pdf	46523239000147-1-000158/2024	0.48	https://pncp.gov.br/pncp-api/v1/orgaos/46523239000147/compras/2024/158/arquivos/10
wbc20240905093120520.pdf	46523239000147-1-000158/2024	0.15	https://pncp.gov.br/pncp-api/v1/orgaos/46523239000147/compras/2024/158/arquivos/11
wbc20240830151551683.pdf	46523239000147-1-000158/2024	0.54	https://pncp.gov.br/pncp-api/v1/orgaos/46523239000147/compras/2024/158/arquivos/9
wbc20240910093104920.pdf	46523239000147-1-000158/2024	0.28	https://pncp.gov.br/pncp-api/v1/orgaos/46523239000147/compras/2024/158/arquivos/12
wbc20240823100210110.pdf	46523239000147-1-000158/2024	21.84	https://pncp.gov.br/pncp-api/v1/orgaos/46523239000147/compras/2024/158/arquivos/6
wbc20240917154520033.pdf	46523239000147-1-000158/2024	0.11	https://pncp.gov.br/pncp-api/v1/orgaos/46523239000147/compras/2024/158/arquivos/14
Prego_Eletr_09424_RP_marmitas_SADS_proc_316724.docx	46732442000123-1-000112/2024	0.17	https://pncp.gov.br/pncp-api/v1/orgaos/46732442000123/compras/2024/112/arquivos/1
